SKU,Brand,Category,Gender,Diameter,Atm,Case_Size,Case_Material,Case_Color,Dial_Color,Strap_Material,Strap_Color,Regular_Price
watch_223,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Silver,Black,Leather,Brown,1299.0
watch_224,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Black,Black,Leather,Brown,470.0
watch_225,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Black,Black,Leather,Brown,1290.0
watch_226,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Black,Black,Leather,Brown,460.0
watch_227,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Black,Black,Leather,Brown,640.0
watch_228,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Black,Black,Leather,Brown,640.0
watch_229,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Black,Leather,Black,999.0
watch_230,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Blue,Leather,Blue,999.0
watch_231,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Blue,Leather,Blue,594.0
watch_232,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Blue,Leather,Blue,594.0
watch_233,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Blue,Leather,Blue,769.0
watch_234,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Blue,Leather,Blue,215.0
watch_235,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Black,Leather,Black,165.0
watch_236,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Black,Leather,Black,295.0
watch_237,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Black,Leather,Black,315.0
watch_238,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Black,Leather,Black,215.0
watch_239,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Black,Leather,Black,255.0
watch_240,seldile,Watch,Unisex,44.0,5.0,Large,Stainless Steel,White,White,Silicone,White,255.0
watch_241,seldile,Watch,Male,46.0,10.0,Large,Stainless Steel,Silver,Blue,Leather,Brown,135.0
watch_242,seldile,Watch,Male,46.0,10.0,Large,Stainless Steel,Silver,Black,Leather,Brown,175.0
watch_243,seldile,Watch,Male,46.0,5.0,Large,Stainless Steel,Silver,Black,Leather,Brown,460.0
watch_244,seldile,Watch,Male,46.0,10.0,Large,Stainless Steel,Silver,Blue,Leather,Brown,1369.0
watch_245,seldile,Watch,Male,46.0,5.0,Large,Stainless Steel,Black,Black,Leather,Black,1300.0
watch_246,seldile,Watch,Male,45.0,5.0,Large,Plastic,Black,Two Tone,Silicone,Black,1499.0
watch_247,seldile,Watch,Male,45.0,10.0,Large,Plastic,Red,Black,Silicone,Red,1499.0
watch_248,seldile,Watch,Male,45.0,10.0,Large,Stainless Steel,Black,Black,Metal Bracelet,Black,1299.0
watch_249,seldile,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Silver,White,Metal Bracelet,Silver,640.0
watch_250,seldile,Watch,Male,49.0,10.0,X-Large,Stainless Steel,Silver,Black,Leather,Brown,640.0
watch_251,seldile,Watch,Male,51.0,10.0,X-Large,Stainless Steel,Black,White,Leather,Brown,1299.0
watch_252,seldile,Watch,Male,51.0,5.0,X-Large,Stainless Steel,Silver,Blue,Leather,Brown,1369.0
watch_253,seldile,Watch,Male,52.0,10.0,X-Large,Stainless Steel,Black,Black,Metal Bracelet,Black,1369.0
watch_254,seldile,Watch,Male,52.0,5.0,X-Large,Stainless Steel,Silver,Black,Leather,Brown,1369.0
watch_255,seldile,Watch,Male,49.0,10.0,X-Large,Stainless Steel,Rose Gold,Black,Leather,Black,1290.0
watch_256,seldile,Watch,Male,59.0,10.0,X-Large,Stainless Steel,Silver,Black,Metal Bracelet,Silver,1299.0
watch_257,seldile,Watch,Male,52.0,10.0,X-Large,Stainless Steel,Black,Black,Metal Bracelet,Black,580.0
watch_258,seldile,Watch,Male,51.0,10.0,X-Large,Stainless Steel,Black,Brown,Metal Bracelet,Black,580.0
watch_259,seldile,Watch,Male,51.0,10.0,X-Large,Stainless Steel,Black,Black,Leather,Black,470.0
watch_260,seldile,Watch,Male,59.0,10.0,X-Large,Stainless Steel,Black,Blue,Metal Bracelet,Black,460.0
watch_261,seldile,Watch,Male,49.0,10.0,X-Large,Stainless Steel,Silver,Black,Leather,Black,950.0
watch_262,seldile,Watch,Male,51.0,10.0,X-Large,Stainless Steel,Black,Black,Leather,Brown,460.0
watch_263,seldile,Watch,Male,51.0,10.0,X-Large,Stainless Steel,Gold,Black,Leather,Black,950.0
watch_264,seldile,Watch,Male,51.0,10.0,X-Large,Stainless Steel,Black,Black,Metal Bracelet,Black,1840.0
watch_265,seldile,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Silver,Black,Leather,Black,420.0
watch_266,seldile,Watch,Male,48.0,5.0,X-Large,Stainless Steel,Black,Black,Silicone,Red,175.0
watch_267,seldile,Watch,Male,50.0,5.0,X-Large,Stainless Steel,Silver,Black,Leather,Black,155.0
watch_268,seldile,Watch,Male,50.0,5.0,X-Large,Stainless Steel,Silver,Black,Leather,Brown,315.0
watch_269,seldile,Watch,Male,51.0,5.0,X-Large,Stainless Steel,Silver,Black,Leather,Black,1160.0
watch_270,seldile,Watch,Male,51.0,5.0,X-Large,Stainless Steel,Silver,Blue,Leather,Brown,235.0
watch_271,seldile,Watch,Male,50.0,5.0,X-Large,Stainless Steel,Black,Black,Leather,Black,109.0
watch_272,seldile,Watch,Male,50.0,5.0,X-Large,Stainless Steel,Black,Black,Leather,Black,175.0
watch_273,seldile,Watch,Male,59.0,10.0,X-Large,Stainless Steel,Black,Black,Metal Bracelet,Black,295.0
watch_274,seldile,Watch,Male,50.0,5.0,X-Large,Stainless Steel,Silver,Silver,Metal Bracelet,Silver,175.0
watch_275,seldile,Watch,Female,34.0,5.0,Small,Stainless Steel,Rose Gold,Black,Metal Bracelet,Rose Gold,175.0
watch_276,seldile,Watch,Female,38.0,5.0,Medium,Stainless Steel,Black,Multicolor,Metal Bracelet,Black,195.0
watch_277,seldile,Watch,Female,36.0,5.0,Medium,Stainless Steel,Gold,Multicolor,Metal Bracelet,Gold,175.0
watch_278,seldile,Watch,Male,51.0,3.0,X-Large,Stainless Steel,Silver,Two Tone,Leather,Black,769.0
watch_279,seldile,Watch,Male,51.0,3.0,X-Large,Stainless Steel,Black,Black,Leather,Brown,195.0
watch_280,seldile,Watch,Male,66.0,3.0,X-Large,Stainless Steel,Black,Black,Metal Bracelet,Black,109.0
watch_281,seldile,Watch,Male,57.0,3.0,X-Large,Stainless Steel,Silver,Black,Leather,Black,945.0
watch_282,seldile,Watch,Male,57.0,3.0,X-Large,Stainless Steel,Silver,Blue,Leather,Brown,890.0
watch_283,seldile,Watch,Male,57.0,10.0,X-Large,Stainless Steel,Black,Black,Leather,Black,1840.0
watch_284,seldile,Watch,Male,51.0,3.0,X-Large,Stainless Steel,Black,Black,Leather,Black,1283.0
watch_285,seldile,Watch,Male,60.0,3.0,X-Large,Stainless Steel,Black,Black,Silicone,Red,769.0
watch_286,seldile,Watch,Male,57.0,3.0,X-Large,Stainless Steel,Black,Black,Leather,Black,899.0
watch_287,silfoli,Watch,Female,38.0,10.0,Medium,Stainless Steel,Rose Gold,Rose,Metal Bracelet,Rose Gold,1240.0
watch_288,silfoli,Watch,Female,32.0,5.0,Small,Stainless Steel,Silver,Silver,Leather,Brown,790.0
watch_289,silfoli,Watch,Female,30.0,5.0,Small,Stainless Steel,Gold,White,Metal Bracelet,Rose Gold,1926.0
watch_290,silfoli,Watch,Female,38.0,5.0,Medium,Stainless Steel,Rose Gold,Rose,Metal Bracelet,Rose Gold,1886.0
watch_291,silfoli,Watch,Female,36.0,5.0,Medium,Stainless Steel,Silver,White,Metal Bracelet,Silver,1840.0
watch_292,silfoli,Watch,Female,36.0,5.0,Medium,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,769.0
watch_293,silfoli,Watch,Female,36.0,5.0,Medium,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,1250.0
watch_294,silfoli,Watch,Female,39.0,5.0,Medium,Stainless Steel,Black,Black,Metal Bracelet,Black,1160.0
watch_295,silfoli,Watch,Female,38.0,10.0,Medium,Stainless Steel,Rose Gold,Beige,Leather,Brown,1250.0
watch_296,silfoli,Watch,Female,36.0,3.0,Medium,Stainless Steel,Silver,White,Metal Bracelet,Silver,890.0
watch_297,silfoli,Watch,Female,36.0,3.0,Medium,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,790.0
watch_298,silfoli,Watch,Female,26.0,5.0,Small,Stainless Steel,Silver,Silver,Leather,Brown,790.0
watch_299,silfoli,Watch,Female,38.0,5.0,Medium,Stainless Steel,Silver,Silver,Metal Bracelet,Silver,790.0
watch_300,silfoli,Watch,Female,38.0,5.0,Medium,Stainless Steel,Rose Gold,Silver,Leather,Brown,769.0
watch_301,silfoli,Watch,Female,38.0,5.0,Medium,Stainless Steel,Silver,Silver,Leather,Brown,669.0
watch_302,silfoli,Watch,Female,36.0,3.0,Medium,Stainless Steel,Rose Gold,Rose Gold,Leather,Black,594.0
watch_303,silfoli,Watch,Female,36.0,3.0,Medium,Stainless Steel,Silver,Silver,Leather,Brown,489.0
watch_304,silfoli,Watch,Female,35.0,5.0,Small,Stainless Steel,Silver,White,Metal Bracelet,Silver,695.0
watch_305,silfoli,Watch,Female,35.0,5.0,Small,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,699.0
watch_306,silfoli,Watch,Female,35.0,5.0,Small,Stainless Steel,Gold,Champagne,Metal Bracelet,Gold,699.0
watch_307,silfoli,Watch,Female,26.0,5.0,Small,Stainless Steel,Rose Gold,White,Leather,Beige,699.0
watch_308,silfoli,Watch,Female,38.0,5.0,Medium,Stainless Steel,Rose Gold,Rose,Metal Bracelet,Rose Gold,849.0
watch_309,silfoli,Watch,Female,38.0,5.0,Medium,Stainless Steel,Rose Gold,Silver,Leather,Brown,419.0
watch_310,silfoli,Watch,Female,38.0,5.0,Medium,Stainless Steel,Rose Gold,White,Leather,Blue,699.0
watch_311,silfoli,Watch,Female,36.0,3.0,Medium,Stainless Steel,Silver,Silver,Leather,Brown,310.0
watch_312,silfoli,Watch,Female,36.0,5.0,Medium,Stainless Steel,Rose Gold,Rose Gold,Leather,Black,849.0
watch_313,silfoli,Watch,Female,34.0,5.0,Small,Stainless Steel,Rose Gold,Black,Leather,Black,745.0
watch_314,silfoli,Watch,Female,35.0,5.0,Small,Stainless Steel,Silver,Beige,Leather,Brown,645.0
watch_315,silfoli,Watch,Female,36.0,3.0,Medium,Stainless Steel,Silver,Silver,Leather,Black,595.0
watch_316,silfoli,Watch,Female,35.0,5.0,Small,Stainless Steel,Rose Gold,Silver,Leather,Brown,595.0
watch_317,silfoli,Watch,Female,35.0,5.0,Small,Stainless Steel,Rose Gold,Silver,Leather,Brown,645.0
watch_318,silfoli,Watch,Female,38.0,5.0,Medium,Stainless Steel,Silver,White,Metal Bracelet,Silver,745.0
watch_319,silfoli,Watch,Female,35.0,5.0,Small,Stainless Steel,Blue,Blue,Leather,Blue,495.0
watch_320,silfoli,Watch,Female,39.0,3.0,Medium,Stainless Steel,Blue,Blue,Metal Bracelet,Blue,740.0
watch_321,silfoli,Watch,Female,36.0,3.0,Medium,Stainless Steel,Rose Gold,Brown,Metal Bracelet,Rose Gold,290.0
watch_322,silfoli,Watch,Female,38.0,5.0,Medium,Stainless Steel,Blue,Blue,Leather,Blue,419.0
watch_323,silfoli,Watch,Female,35.0,5.0,Small,Stainless Steel,Brown,Brown,Leather,Brown,240.0
watch_324,silfoli,Watch,Female,30.0,5.0,Small,Stainless Steel,Silver,Rose Gold,Metal Bracelet,Two Tone,270.0
watch_325,silfoli,Watch,Female,36.0,3.0,Medium,Stainless Steel,Rose Gold,Silver,Leather,Blue,310.0
watch_326,silfoli,Watch,Female,38.0,5.0,Medium,Stainless Steel,Silver,Silver,Leather,Brown,489.0
watch_327,silfoli,Watch,Female,34.0,5.0,Small,Stainless Steel,Black,Black,Leather,Black,350.0
watch_328,silfoli,Watch,Female,36.0,3.0,Medium,Stainless Steel,Silver,Multicolor,Metal Bracelet,Silver,240.0
watch_329,silfoli,Watch,Female,36.0,3.0,Medium,Stainless Steel,Silver,White,Leather,Brown,489.0
watch_330,silfoli,Watch,Female,36.0,3.0,Medium,Stainless Steel,White,White,Leather,White,595.0
watch_331,silfoli,Watch,Female,39.0,5.0,Medium,Stainless Steel,Silver,Silver,Metal Bracelet,Silver,699.0
watch_332,silfoli,Watch,Female,35.0,5.0,Small,Stainless Steel,Silver,White,Leather,White,669.0
watch_333,silfoli,Watch,Female,38.0,5.0,Medium,Stainless Steel,Silver,Black,Metal Bracelet,Silver,1849.0
watch_334,silfoli,Watch,Female,38.0,5.0,Medium,Stainless Steel,Silver,Silver,Metal Bracelet,Silver,669.0
watch_335,silfoli,Watch,Male,45.0,5.0,Large,Stainless Steel,Brown,Brown,Metal Bracelet,Brown,669.0
watch_336,silfoli,Watch,Male,45.0,5.0,Large,Stainless Steel,Black,Black,Metal Bracelet,Black,468.0
watch_337,silfoli,Watch,Male,42.0,5.0,Medium,Stainless Steel,Black,Brown,Metal Bracelet,Black,260.0
watch_338,silfoli,Watch,Male,44.0,5.0,Large,Stainless Steel,Silver,Cream,Leather,Brown,310.0
watch_339,silfoli,Watch,Male,42.0,5.0,Medium,Stainless Steel,Black,Black,Metal Bracelet,Black,1497.0
watch_340,silfoli,Watch,Male,48.0,5.0,X-Large,Stainless Steel,Black,Black,Metal Bracelet,Black,1040.0
watch_341,silfoli,Watch,Male,44.0,5.0,Large,Stainless Steel,Silver,Black,Leather,Black,1583.0
watch_342,silfoli,Watch,Male,45.0,5.0,Large,Stainless Steel,Silver,Black,Leather,Brown,2227.0
watch_343,silfoli,Watch,Male,48.0,5.0,X-Large,Stainless Steel,Silver,Black,Leather,Black,1798.0
watch_344,silfoli,Watch,Unisex,48.0,5.0,X-Large,Stainless Steel,Black,Black,Metal Bracelet,Black,1712.0
watch_345,silfoli,Watch,Male,44.0,5.0,Large,Stainless Steel,Silver,Beige,Leather,Brown,1369.0
watch_346,silfoli,Watch,Male,44.0,5.0,Large,Stainless Steel,Black,Blue,Leather,Blue,840.0
watch_347,silfoli,Watch,Male,44.0,5.0,Large,Stainless Steel,Rose Gold,Blue,Leather,Brown,545.0
watch_348,silfoli,Watch,Male,45.0,5.0,Large,Stainless Steel,Rose Gold,Black,Leather,Black,840.0
watch_349,silfoli,Watch,Male,48.0,5.0,X-Large,Stainless Steel,Rose Gold,Black,Leather,Black,645.0
watch_350,silfoli,Watch,Male,45.0,5.0,Large,Stainless Steel,Silver,Beige,Leather,Brown,1599.0
watch_351,silfoli,Watch,Male,44.0,5.0,Large,Stainless Steel,Blue,Blue,Leather,Brown,930.0
watch_352,silfoli,Watch,Male,44.0,5.0,Large,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,645.0
watch_353,silfoli,Watch,Male,42.0,5.0,Medium,Stainless Steel,Black,Black,Leather,Brown,1369.0
watch_354,silfoli,Watch,Male,44.0,5.0,Large,Stainless Steel,Silver,Black,Metal Bracelet,Silver,420.0
watch_355,silfoli,Smartwatch,Unisex,41.0,5.0,Medium,Stainless Steel,Silver,White,Metal Bracelet,Silver,615.0
watch_356,silfoli,Smartwatch,Unisex,50.0,5.0,X-Large,Stainless Steel,Black,Black,Leather,Brown,645.0
watch_357,silfoli,Smartwatch,Unisex,50.0,5.0,X-Large,Stainless Steel,Black,Black,Metal Bracelet,Black,545.0
watch_358,silfoli,Smartwatch,Unisex,41.0,5.0,Medium,Stainless Steel,Gold,Rose Gold,Leather,Black,510.0
watch_359,silfoli,Smartwatch,Unisex,44.0,5.0,Large,Stainless Steel,Silver,Cream,Leather,Silver,495.0
watch_360,silfoli,Smartwatch,Unisex,44.0,5.0,Large,Stainless Steel,Silver,Blue,Leather,Brown,545.0
watch_361,silfoli,Smartwatch,Unisex,46.0,5.0,Large,Stainless Steel,Silver,Black,Silicone,Black,445.0
watch_362,silfoli,Smartwatch,Unisex,46.0,5.0,Large,Stainless Steel,Silver,Black,Metal Bracelet,Silver,510.0
watch_363,silfoli,Smartwatch,Unisex,40.0,5.0,Medium,Stainless Steel,Rose Gold,Rose Gold,Leather,Blue,1099.0
watch_364,silfoli,Smartwatch,Unisex,40.0,5.0,Medium,Stainless Steel,Rose Gold,White,Leather,Brown,400.0
watch_365,silfoli,Smartwatch,Unisex,41.0,5.0,Medium,Stainless Steel,Rose Gold,White,Silicone,White,419.0
watch_366,silfoli,Smartwatch,Unisex,44.0,5.0,Large,Stainless Steel,Silver,Blue,Metal Bracelet,Blue,1345.0
watch_367,silfoli,Smartwatch,Unisex,40.0,5.0,Medium,Stainless Steel,Silver,Silver,Leather,Brown,1205.0
watch_368,silfoli,Smartwatch,Unisex,40.0,5.0,Medium,Stainless Steel,Blue,Blue,Metal Bracelet,Blue,1110.0
watch_369,silfoli,Smartwatch,Unisex,45.0,5.0,Large,Stainless Steel,Rose Gold,Black,Leather,Brown,1110.0
watch_370,silfoli,Smartwatch,Unisex,45.0,5.0,Large,Stainless Steel,Black,Black,Silicone,Black,320.0
